ID,symbol,name,country,sector,industry,ev,employees,# of shares,revenue 2023,revenue 2022,revenue 2021,revenue 2020,ebitda 2023,ebitda 2022,ebitda 2021,ebitda 2020,stock price 2018-10-30,stock price 2018-11-30,stock price 2018-12-30,stock price 2019-01-30,stock price 2019-02-28,stock price 2019-03-30,stock price 2019-04-30,stock price 2019-05-30,stock price 2019-06-30,stock price 2019-07-30,stock price 2019-08-30,stock price 2019-09-30,stock price 2019-10-30,stock price 2019-11-30,stock price 2019-12-30,stock price 2020-01-30,stock price 2020-02-28,stock price 2020-03-30,stock price 2020-04-30,stock price 2020-05-30,stock price 2020-06-30,stock price 2020-07-30,stock price 2020-08-30,stock price 2020-09-30,stock price 2020-10-30,stock price 2020-11-30,stock price 2020-12-30,stock price 2021-01-30,stock price 2021-02-28,stock price 2021-03-30,stock price 2021-04-30,stock price 2021-05-30,stock price 2021-06-30,stock price 2021-07-30,stock price 2021-08-30,stock price 2021-09-30,stock price 2021-10-30,stock price 2021-11-30,stock price 2021-12-30,stock price 2022-01-30,stock price 2022-02-28,stock price 2022-03-30,stock price 2022-04-30,stock price 2022-05-30,stock price 2022-06-30,stock price 2022-07-30,stock price 2022-08-30,stock price 2022-09-30,stock price 2022-10-30,stock price 2022-11-30,stock price 2022-12-30,stock price 2023-01-30,stock price 2023-02-28,stock price 2023-03-30,stock price 2023-04-30,stock price 2023-05-30,stock price 2023-06-30,stock price 2023-07-30,stock price 2023-08-30,stock price 2023-09-30,profitability 2023,profitability 2022,profitability 2021
88,0I8Y.IL,ELISA OYJ ELISA ORD SHS,Finland,Telecom,Telecom Services,8618505216,5673,160388000,"2129500000,0","1998000000,0","1894600000,0","1843600000,0","733300000,0","697900000,0","692100000,0","660400000,0","31,622861","32,898813","32,637672","34,253384","32,730480","35,068903","35,633426","36,359560","39,025204","39,275711","41,216019","43,058692","44,701380","45,502968","45,209230","47,847359","52,040742","47,887358","52,466455","52,613462","51,731074","51,560347","48,694407","48,328158","45,483417","43,247040","42,876261","45,000438","47,784015","48,878558","48,167208","48,332620","50,144223","52,936253","55,109698","54,234533","53,841767","53,684584","53,473586","52,805553","51,199883","51,717573","55,251254","54,041222","52,550253","53,686624","53,666807","50,398454","47,172853","49,555351","50,415029","51,358825","53,195306","54,610158","55,265280","55,110480","50,577432","48,355242","45,913523","45,416914","270900011,7530413","258800012,3491979","249200012,45268777"
89,KBT.L,K3 BUSINESS TECHNOLOGY GROUP PL,United Kingdom,Telecom,Information Technology Services,49042484,347,44732400,"47532000,0","45267000,0","48819000,0","78412000,0","1914000,0","804000,0",0,"-5944000,0","239,442517","235,927768","225,855233","211,373586","221,563118","222,479283","222,183743","219,884376","217,900000","212,434783","216,000000","214,285714","197,739130","167,928571","145,050000","146,704545","140,375000","110,068182","81,250000","74,947368","73,454545","69,217391","99,350000","99,295455","89,954545","113,761905","109,976190","117,200000","124,500000","173,173913","174,400000","183,368421","198,318182","210,136364","195,000000","178,795455","178,142857","177,159091","174,595238","164,900000","173,850000","159,826087","152,184211","152,500000","151,300000","137,305952","131,996591","127,185190","118,225476","118,704545","116,004000","117,380952","115,000000","113,869565","112,500000","109,337500","126,000000","126,000000","123,409091","123,000000","2570025,623032393","3647060,998114428","5228996,25943986"
90,0DPM.IL,BECHTLE AG BECHTLE ORD SHS,Germany,Telecom,Information Technology Services,5905596416,14505,126000000,"6028175000,0","5305489000,0","5819243000,0","5374453000,0","468999000,0","430139000,0","376166000,0","327209000,0","24,963105","22,724077","21,498803","21,064895","22,743141","24,429382","26,839431","31,156251","31,785107","32,471646","28,812432","28,991540","30,046738","35,506501","38,829326","41,676012","44,359228","33,410200","41,064869","47,615162","49,640236","53,219146","53,802032","53,834298","54,193569","55,191338","57,470483","57,072178","54,736316","51,784859","54,543747","50,974423","50,759896","54,671391","59,733024","63,073185","59,146090","65,116563","62,277664","55,187798","48,422116","47,380685","46,099384","41,329056","39,022481","39,272063","43,143866","38,422083","35,882090","35,641916","34,727855","36,462959","40,439891","40,926985","42,352476","39,355714","37,094932","37,740378","42,393700","44,857294","81698012,59191686","58269013,729507014","65973015,69944231"
91,0QAL.IL,TELEFONICA DEUTSCHLAND HOLDING ,Germany,Telecom,Telecom Services,8913179648,7253,2974550016,"8224000000,0","7766000000,0","7532000000,0","7399000000,0","2522000000,0","2652000000,0","2686000000,0","2295000000,0","3,028640","2,916336","2,946965","2,643745","2,500957","2,455242","2,394667","2,376417","2,304227","2,146173","2,066872","2,273539","2,501816","2,579842","2,491645","2,529297","2,400754","2,001040","2,286980","2,514276","2,499679","2,342505","2,181045","2,158201","2,058953","2,167029","2,132925","2,167427","2,134965","2,184539","2,233366","2,301064","2,244586","2,374950","2,371466","2,418536","2,321914","2,426129","2,400547","2,510010","2,585312","2,445696","2,748600","2,908137","2,816536","2,757625","2,614831","2,377926","2,091487","2,341295","2,269111","2,557779","2,774307","2,885921","2,964043","2,913678","2,600161","2,467064","1,813050","1,745360","1379000003,534171","1167000003,3609276","1000000003,318384"
92,4BB.L,4BASEBIO PLC ORD EUR1.00,United Kingdom,Pharma,Biotechnology,71379088,78,12319500,"268000,0","338000,0","462000,0","202000,0",0,0,"-345000,0","-169000,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"390,625000","347,173913","345,750000","369,342105","405,500000","465,863636","662,666667","698,863636","724,523810","690,727273","629,761905","598,150000","586,150000","519,086957","516,368421","503,047619","438,250000","447,190476","617,727273","574,285714","547,380952","659,545455","707,250000","722,857143","724,500000","690,108696","651,666667","580,250000","570,454545","566,428571","609,772727","615,000000","1940986,8036442965","1511977,742722794","848793,1040927536"
93,0R3U.IL,HELLA KGAA HUECK & CO HELLA KGA,Germany,Automotive,Auto Parts,8207914496,37628,111111000,"6326117000,0","6379734000,0","5829416000,0",0,"704489000,0","913627000,0","572415000,0",0,"38,963890","37,074915","32,900853","36,203332","36,144259","37,532594","43,226031","41,441213","38,868093","39,540047","35,393958","39,512723","42,274168","47,644383","48,536196","45,858838","41,646927","27,628672","29,411963","33,337958","36,178088","37,112666","39,486777","42,595881","41,571301","44,310011","50,546546","51,155628","50,953001","49,401726","46,367290","51,819169","56,733375","57,442003","60,516455","59,585082","59,597640","60,919700","62,423659","62,731863","62,214919","56,505445","58,806257","63,791325","67,102214","66,508295","69,284079","70,690509","70,311631","78,607334","78,137341","77,994919","79,364907","79,053639","78,795020","71,988387","71,746325","72,041272","67,323149","66,309700","580485011,6508768","650619008,9838791","473000014,3390975"
94,0RH5.IL,VALEO SA VALEO ORD SHS,France,Automotive,Auto Parts,8428549632,109900,242772000,"20037000000,0","17262000000,0","16436000000,0","19477000000,0","2494000000,0","2162000000,0","1165000000,0","2223000000,0","28,855902","24,300678","23,228309","24,389044","24,837792","25,106839","28,306778","25,803787","25,232348","26,363101","24,695398","28,465682","30,944484","34,817670","32,576960","29,713727","26,047496","15,836895","15,961825","19,384827","22,629129","23,322485","24,172890","27,234039","26,892111","30,006424","31,845148","30,623573","31,590290","29,458258","27,547963","26,121475","27,406646","24,327676","24,700976","22,786361","24,801815","27,201972","26,552023","26,324882","24,919191","15,912788","16,907525","18,233609","19,962754","18,942956","20,138025","17,909296","16,448697","17,820119","17,066556","19,196001","20,636361","19,169607","18,497231","18,146041","19,919452","20,598409","18,580685","17,906361","1489000003,3795307","1350000003,8984966","1478000007,2348065"
95,MWE.L,MTI WIRELESS EDGE LTD. ORD ILS0,Israel,Telecom,Communication Equipment,30793808,240,88338704,"46270000,0","43184000,0","40893000,0","40043000,0","6060000,0","5263000,0","5340000,0","4593000,0","16,045297","15,309284","15,452682","15,217466","16,324907","18,220252","21,665354","21,703099","20,784649","19,888626","19,685863","25,687243","26,589647","30,740814","33,907160","34,787865","34,011965","27,458730","32,083560","36,324135","35,787441","31,642880","33,483881","43,191740","44,889100","51,145536","60,331319","79,827863","75,469718","82,507699","75,375000","68,263158","66,295455","72,704545","76,714286","79,681818","68,000000","74,909091","76,309524","70,275000","61,150000","59,139130","61,157895","63,404762","65,675000","57,333333","58,113636","53,300000","48,214286","50,436364","55,175000","51,619048","50,925000","51,173913","51,616667","50,200000","46,863636","43,845238","44,136364","44,250000","552005,0814864687","835005,85099905","454005,7666307116"
96,0P1R.IL,PIRELLI & C SPA PIRELLI & C ORD,Italy,Automotive,Auto Parts,7850485248,31212,1000000000,"6615727000,0","5331450000,0","4302131000,0","5323054000,0","1265033000,0","1068963000,0","699596000,0","1285335000,0","5,832325","5,706796","5,346958","5,369920","5,404581","5,419423","5,765334","5,216420","4,960310","5,107648","4,457690","5,041845","5,057341","4,994856","4,862089","4,694724","4,266908","3,406208","3,102752","3,434987","3,823154","3,651803","3,589635","3,714436","3,704977","4,051400","4,374620","4,300587","4,595347","4,872169","4,842080","4,613290","5,025404","4,954752","5,252364","5,153185","5,081874","5,613535","5,919585","6,409779","5,857119","4,725890","4,639008","4,560281","4,234451","4,040786","4,098800","3,664486","3,567297","4,079988","4,105762","4,562106","4,768363","4,620235","4,651640","4,753818","4,535567","4,674441","4,603309","4,624500","335403006,2057553","286671007,34401965","193406011,2214553"
97,DEST.L,DESTINY PHARMA PLC ORD GBP0.01,United Kingdom,Pharma,Biotechnology,31434638,24,95271904,"0,0","0,0","0,0","0,0",0,0,0,0,"80,037233","71,133053","66,505084","66,310847","79,700705","77,390143","82,654279","79,809343","78,196503","69,112208","47,304496","39,821652","40,191835","41,126095","42,011985","42,064023","36,931645","34,208105","34,516035","36,358858","38,147373","33,911843","46,728655","55,557109","78,038068","73,989757","65,428571","105,675000","118,975000","135,021739","161,925000","137,657895","134,022727","125,409091","122,702381","118,159091","113,214286","116,363636","107,904762","101,500000","84,325000","54,978261","48,868421","45,523810","44,050000","38,488095","39,909091","36,834286","34,785714","35,345454","37,187500","55,828572","51,559110","31,936957","32,405555","33,235000","29,595455","31,200000","48,636364","52,500000","1062,951239925317","30254,99004324375","2263529,1902673207"
98,SBTX.L,SKINBIOTHERAPEUTICS PLC ORD 1P,United Kingdom,Pharma,Biotechnology,34227136,12,173139008,"74761,0",,,0,0,0,0,0,"19,470030","16,745296","13,930089","15,903214","18,318840","17,085557","17,665575","20,997828","22,191080","19,535083","16,313810","14,788095","16,792365","17,406143","14,149905","13,339564","11,645290","7,434768","10,766395","17,099326","16,070955","18,814165","24,417670","19,102677","17,489855","15,791667","16,676190","32,062500","39,345000","45,589130","62,660000","66,047369","65,231818","61,422727","65,261905","62,036364","64,042857","58,145454","41,247619","35,375000","43,807500","45,260870","30,952632","27,476190","21,467500","26,333333","24,409091","17,822143","18,326190","23,459091","17,046250","17,735238","19,848750","18,601739","16,652778","16,825000","13,257955","12,838095","20,162500","21,875000","96800,21109585381","112282,06037520115","73646,805965787"
99,0GE4.IL,UNITED INTERNET AG UNITED INTER,Germany,Telecom,Telecom Services,7237099008,10687,172816000,"5915063000,0","5646177000,0","5367249000,0","5194092000,0","1231048000,0","1283574000,0","1067503000,0","1288278000,0","36,439278","37,574533","37,494177","36,059199","31,914511","32,675010","34,392179","32,697535","30,191221","27,309549","27,466863","31,976120","32,563898","29,310602","29,324341","29,751796","29,723200","24,833732","28,986764","34,224967","36,159510","38,567408","40,262569","37,217779","31,917588","31,381133","33,332454","35,681057","37,073646","35,677529","33,778313","34,290368","34,348173","34,649980","35,911717","35,396775","32,268195","34,134699","34,019833","34,303513","33,972913","30,023399","31,101637","30,498810","28,508498","26,405412","24,317316","21,263278","19,079294","19,527683","19,323071","21,307620","20,840024","18,132682","15,352138","14,345569","13,134389","13,132158","16,305200","17,776710","681378005,8788114","289757005,6382406","447033006,7794648"
100,0NZU.IL,ZEALAND PHARMA A/S ZEALAND PHAR,Denmark,Pharma,Biotechnology,16978904064,236,58298800,"103986000,0","292567000,0","353314000,0"," 41333000,0",0,0,0,0,"92,104983","84,919091","84,222353","93,231818","95,784999","106,918095","126,604738","137,763998","138,483333","149,565218","142,795239","165,074106","174,276085","217,873811","215,405554","238,935455","268,040002","212,180682","227,531370","246,375293","248,189102","230,347827","232,565001","229,295886","248,402139","232,344364","226,069362","225,312501","201,927501","197,805670","202,500742","189,875420","189,243777","186,178461","180,707488","201,762330","195,762408","171,813417","139,700471","136,890023","112,692334","91,593992","92,853311","85,189239","92,090397","113,720537","134,143092","133,411792","176,473396","190,201137","199,671924","215,305382","213,798223","228,425531","221,372158","252,272217","263,080424","236,740569","246,692125","263,201462","11709978,713174658","22132982,720431443","25043979,708704233"
101,0RV0.IL,REPLY SPA REPLY ORD SHS,Italy,Telecom,Information Technology Services,3189869568,14307,37278200,"1910566000,0","1501434000,0","1269596000,0","1182528000,0","330307000,0","265038000,0","208972000,0","200634000,0","53,511814","46,758384","42,615145","45,313685","51,860802","57,026438","56,918509","57,057540","59,216800","61,335193","52,741367","52,195185","56,507360","65,422506","70,378746","72,395688","73,703371","53,744870","62,737740","69,395576","71,585228","74,283194","86,518993","94,840913","97,147699","94,668256","94,256591","97,717346","103,599329","100,514285","111,662847","117,596799","136,993627","145,064931","158,585092","171,764838","161,704591","173,897851","174,036039","156,407659","143,016167","146,051768","143,708311","122,826189","113,194940","122,332674","127,313241","111,212291","112,217211","113,783231","112,842215","115,584343","121,085576","113,532874","109,192918","103,062419","105,324342","102,635163","92,414620","93,349998","41771009,65728722","37122012,035517804","16366015,264578834"
102,0MGR.IL,FORVIA FORVIA,France,Automotive,Auto Parts,13071087616,155840,197012000,"25458200000,0","15617800000,0","14653800000,0","17768400000,0","1879500000,0","1787300000,0","1282100000,0","2116600000,0","42,591035","38,449996","30,193105","33,812471","37,139450","37,701379","42,596880","36,098740","36,216726","39,706649","37,168759","43,187879","42,222162","46,684738","47,431214","44,852848","42,769619","29,882362","29,245253","31,707443","34,040354","34,169221","34,824740","37,357688","36,521472","37,056949","40,440304","40,678317","43,332146","44,825059","46,611777","43,280450","44,510779","39,283884","39,472888","39,279874","42,327774","45,134455","39,643151","42,457480","39,454127","25,172102","22,485361","22,233210","21,150530","17,133534","16,315862","13,592167","12,790641","15,692535","14,277778","17,536974","19,464194","20,235193","19,843598","19,344310","21,610347","23,186649","20,588506","19,435115","2142800006,9545557","1199600007,313315","1098200010,195061"
103,0A9E.IL,CUREVAC NV CUREVAC ORD SHS,Germany,Pharma,Biotechnology,832421504,904,223883008," 67420000,0","102990000,0"," 48900000,0"," 17416000,0",0,0,0,"-91501000,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"114,222520","86,269179","55,712359","63,817962","61,154700","41,824481","39,947300","39,282257","24,413355","17,744220","17,654509","17,510368","17,410757","14,737695","13,637595","12,548009","9,041568","7,620400","7,519955","7,094935","9,945748","9,330805","7,019591","7,504589","8,766545","10,476333","9,728533","8,907614","9,148000","93221996,2453982","127900997,84617941","47351992,418747686"
104,MAI.L,MAINTEL HOLDINGS PLC ORD 1P,United Kingdom,Telecom,Telecom Services,46272200,465,14361500," 91036000,0","103895000,0","106430000,0","122932000,0","3271000,0","13446000,0","7299000,0","11729000,0","576,857722","536,451921","450,591916","415,561928","480,209595","506,122226","489,049677","464,663093","438,491473","428,687408","425,117305","388,041478","428,434783","420,666667","407,000000","303,954545","259,050000","183,545455","171,475000","169,631579","189,636364","197,282609","216,450000","216,590909","222,363636","239,142857","297,619048","356,950000","344,000000","339,782609","332,550000","340,000000","315,045455","335,454545","319,238095","334,914090","333,571429","363,136364","356,904762","372,250000","319,200000","300,782609","331,578947","321,190476","310,250000","288,716667","287,045455","252,714286","212,857143","152,250000","190,250000","149,000000","121,025000","121,086957","104,861111","110,600000","152,545455","154,523810","172,000000","165,000000","3337014,1461938247","2214003,441335713","2650006,3395259622"
105,0DPU.IL,PROXIMUS NV PROXIMUS ORD SHS,Belgium,Telecom,Telecom Services,6163380736,11662,322392992,"5853000000,0","5537000000,0","5443000000,0","5638000000,0","1812000000,0","1813000000,0","1954000000,0","1672000000,0","18,667638","19,717679","20,223171","19,986714","19,701449","20,829699","22,634054","21,833469","22,483284","22,185806","22,820207","22,818230","23,753872","23,766278","22,604649","22,041281","21,927096","17,634637","17,903230","16,771086","17,560565","16,435191","15,544544","14,763256","14,732596","15,490535","15,984766","15,960144","16,268951","16,339166","17,403627","16,638788","16,448256","16,305869","16,801381","16,386638","16,723584","16,087626","16,788825","17,555183","18,011245","17,246618","16,907065","16,417780","14,959982","13,838857","13,263114","11,558588","9,860559","10,648736","9,071770","9,487087","9,143092","8,522646","8,723808","7,490571","7,114149","7,128573","6,646636","7,053960","1441000003,4014242","1137000003,399548","1089000003,1542377"
106,0A5Q.IL,LINK MOBILITY GROUP HOLDING ASA,Norway,Telecom,Telecom Services,6984629248,654,296064992,"5190049000,0","4410136000,0","3539231000,0","2932707000,0","591020000,0","417554000,0","73654000,0","209480000,0",,,,,,,,,,,,,,,,,,,,,,,,,"52,865000","52,969154","45,999134","50,770116","56,185000","45,785196","43,068500","37,421327","33,608209","32,046251","34,904769","37,145176","30,671996","21,971217","19,565241","15,126819","14,682437","15,971391","15,627624","12,562005","12,496497","11,540460","10,649195","7,314422","7,303736","8,396503","7,967423","7,981277","9,868432","8,690500","9,038720","11,148041","11,515804","13,115185","13,535513","13,500000","180301011,81792367","139959016,72748733","115072094,83027735"
107,0RBK.IL,SCHAEFFLER AG SCHAEFFLER PREF S,Germany,Automotive,Auto Parts,7066368512,83705,166000000,"15809000000,0","13852000000,0","12599000000,0","14427000000,0","1966000000,0","2214000000,0","1025000000,0","1761000000,0","8,228341","6,978987","6,189635","6,497994","6,570883","6,243688","6,769022","6,385560","5,976949","5,886453","5,583496","6,459265","6,812505","8,684458","9,011061","8,671779","8,201524","5,472302","5,338749","6,335791","6,655661","6,333771","5,942297","5,449713","5,424238","5,964151","6,215182","6,239755","6,585640","7,009446","7,760329","7,534881","7,909695","7,430829","7,374211","6,859064","6,803813","7,530443","7,213062","7,185160","6,498418","5,586392","5,532254","5,498808","5,935699","5,412881","5,585680","4,980455","4,989006","6,172931","6,325773","6,481624","6,662605","6,662860","6,975306","6,084897","5,908925","5,648340","5,541820","5,469485","791000003,5942872","671000003,1916751","633000006,894018"
108,0O1S.IL,ALTEN SA ALTEN ORD SHS,France,Telecom,Information Technology Services,3995097088,57400,34278000,"3783100000,0","2925180000,0","2331925000,0","2623990000,0","682514000,0","362923000,0","203693000,0","298484000,0","82,109598","80,238186","73,789026","75,195327","86,589602","92,570686","95,273616","91,214111","97,619344","108,608590","106,224736","104,230490","99,359040","100,304005","107,816717","113,828797","108,809773","72,579121","62,663787","68,634387","77,170844","68,334497","68,471215","74,697596","79,888543","85,583508","90,585034","92,630203","89,187160","96,019458","102,347520","99,765584","109,191021","116,307175","136,939351","135,574147","130,170046","148,657613","150,844346","149,104703","140,119154","134,225718","129,684012","121,378269","110,947722","114,867920","129,555644","119,064484","113,757369","120,433023","119,862479","131,164725","146,717679","144,343679","148,078908","155,138523","145,555651","138,295307","129,426757","131,396172","26123005,853502035","16596011,008112157","12303019,613325387"
109,0NKL.IL,TELEKOM AUSTRIA AG TELEKOM AUST,Austria,Telecom,Telecom Services,6885854208,17757,664084992,"4916018000,0","4665983000,0","4463885000,0","4469331000,0","1842413000,0","1711621000,0","1558042000,0","1566071000,0","5,934711","5,880637","5,873666","5,944735","5,854820","5,940756","6,008016","6,098161","6,339436","6,192389","6,259318","6,273663","6,487766","6,537586","6,716367","6,733082","6,862376","5,772238","5,813351","5,856809","5,910727","5,912390","5,889928","5,781187","5,737525","5,745317","6,036023","6,210345","6,159694","6,297935","6,602337","6,886718","7,249828","7,244307","7,462835","7,455135","7,504113","7,600227","7,559936","7,627966","7,801302","7,039468","6,916349","6,504845","6,435138","6,067375","6,315087","6,129611","5,818667","5,903291","5,832871","6,093681","6,739438","6,946907","7,081817","6,976573","6,796976","6,792062","6,762805","6,957205","895923003,7374108","853254004,0230017","742530004,4195563"
110,0FFY.IL,NOKIAN TYRES PLC NOKIAN RENKAAT,Finland,Automotive,Auto Parts,1276490240,3428,137867008,"1776100000,0","1714100000,0","1313800000,0","1595800000,0","19200000,0","423300000,0","270400000,0","470700000,0","28,339942","24,038432","23,629543","24,710896","26,127556","27,152246","27,844997","24,139312","24,428773","25,205920","23,666865","23,441780","24,404758","24,164734","22,774681","23,254189","23,600673","18,147623","17,875198","17,701894","19,882418","18,929026","21,785737","22,701201","24,571218","27,390976","28,668538","28,846717","29,200177","29,509901","30,631489","31,623117","33,135324","34,180212","32,527787","31,025429","30,938267","33,623561","33,236781","32,330283","26,409463","15,648087","13,150088","12,518575","11,780155","10,662731","10,789707","10,603087","11,016329","10,595605","9,913333","10,885244","9,763491","8,146909","8,655298","8,500293","8,278914","8,202643","8,095345","7,938000","125200066,48386666","119600003,01556872","149900004,72074792"
111,0DNH.IL,ATOS SE ATOS ORD SHS,France,Telecom,Information Technology Services,3938903808,107013,111362000,"11341000000,0","10839000000,0","11181000000,0","11588000000,0","-132000000,0",0,"1494000000,0","1370000000,0","87,263722","71,717815","67,769618","70,581591","79,389123","82,123001","86,776623","69,433735","69,993068","75,101317","67,133185","65,512142","64,607890","71,841537","74,068703","75,913498","75,877173","56,146678","61,090110","63,342989","71,208814","75,037779","71,526751","69,448949","65,569463","67,035616","73,456352","65,982814","64,191672","63,518663","57,785740","54,685198","53,024355","44,602774","42,282698","45,079305","45,192069","41,075258","36,621547","33,590424","32,375705","26,367574","22,815160","24,038258","17,028494","11,283671","11,121498","8,959560","9,074636","10,379032","9,374780","11,935073","12,736615","13,637628","11,323218","12,890272","13,601307","13,941849","7,224395","7,772610","250999970,15981963","271999998,05678153","320000002,6364818"
112,0E6Y.IL,DRILLISCH AG DRILLISCH ORD SHS,Germany,Telecom,Telecom Services,2948240384,3237,176300000,"3963691000,0","3909659000,0","3786788000,0","3674900000,0","698165000,0","712576000,0","469475000,0","678102000,0","38,479352","41,684315","43,688511","39,888412","34,767975","36,349789","33,115931","29,655838","27,629358","28,644221","25,231096","28,615552","28,829211","24,229685","22,493312","22,409715","22,529757","17,417932","19,440341","22,276881","23,646518","23,466741","24,390845","21,676619","19,343613","19,041558","20,323623","20,639445","22,243115","25,037531","23,883399","26,021565","26,097724","25,102642","26,209095","26,762352","26,413940","26,237464","24,480246","23,883618","23,294718","21,049565","20,853022","19,530250","18,705858","17,550787","16,751414","15,163586","13,129774","13,769290","12,228482","12,390557","12,546151","11,335301","10,291858","10,324080","10,288141","10,026147","12,351245","13,749640","249391004,22284186","37398004,137439914","207245006,27986664"
113,0RPV.IL,FRENI BREMBO SPA FRENI BREMBO O,Italy,Automotive,Auto Parts,4184390400,13533,323257984,"3641650000,0","2785757000,0","2215064000,0","2598501000,0","642170000,0","514751000,0","382802000,0","521778000,0","9,729500","9,209666","8,973606","9,389362","9,705914","9,951013","10,825187","10,063682","9,757979","9,863363","8,322410","8,851065","8,824922","10,493514","10,963498","10,609838","10,006931","7,485139","6,740858","7,289930","8,205208","8,025872","7,749910","8,172771","8,779651","9,970271","10,519213","10,497196","10,884694","10,386898","10,385914","10,167236","10,804539","10,757727","12,185514","11,671181","10,970604","11,688050","12,272472","12,395000","11,573870","9,813768","9,518097","10,235440","10,049751","9,632838","10,173636","8,898110","9,634542","11,109973","10,695300","11,354930","13,393367","13,457103","13,406667","14,063456","14,050679","13,218006","12,839654","12,940000","283940006,5160166","242037008,12896022","190325010,93095228"
114,BBB.L,BIGBLU BROADBAND PLC ORD 15P,United Kingdom,Telecom,Telecom Services,22927880,90,58551500,"31220000,0","27067000,0","27174000,0","62088000,0","2085000,0","1793000,0","5382000,0","6337000,0","37,020767","34,414869","35,108700","39,653858","38,633676","38,402226","43,931958","45,524464","40,054295","40,058569","39,295695","39,508427","40,874348","39,525445","35,753127","35,589378","32,025567","24,148079","33,281786","34,483269","34,000625","33,633348","35,903230","31,757200","33,575008","36,433185","34,445425","39,957801","39,768385","36,570148","40,197249","42,538614","41,213371","37,720712","38,385207","44,328984","82,017526","78,940909","75,771428","70,160000","66,020000","57,273913","70,805263","66,576190","58,975000","54,523810","57,068182","49,014286","40,828572","42,090909","40,025000","41,119048","47,400000","62,808696","55,263889","48,700000","46,500000","43,547619","41,486364","44,750000","1432010,9965851319","6062012,787440045","9586004,26010405"
115,RENE.L,RENEURON GROUP PLC ORD 1P,United Kingdom,Pharma,Biotechnology,-3244400,26,57173800," 530000,0"," 403000,0"," 257000,0","6065000,0","-6370000,0",0,0,0,"57,045151","57,912013","51,015889","49,392304","53,357855","74,788176","213,991405","284,941691","229,180869","233,641830","205,586419","204,264995","151,767692","125,628401","128,745346","144,946130","140,502589","98,120768","132,640086","143,131532","130,296597","129,986804","108,458640","87,627097","92,194567","90,261239","79,604762","115,905000","113,600000","108,913043","133,700000","131,710526","117,227273","105,231818","106,321429","99,113636","109,109524","103,522727","84,666667","59,547500","34,515000","30,086957","35,710526","36,809524","30,847500","29,785714","26,590909","27,785714","25,904762","24,970455","11,562500","9,779762","10,472500","9,871739","8,636111","7,167500","8,250000","8,911905","9,804545","9,000000","220000,50932496076","302000,302960127","25000,25926162698"
116,GRC.L,GRC INTERNATIONAL GROUP PLC ORD,United Kingdom,Telecom,Information Technology Services,7772575,176,107826000,"14660000,0","13902000,0","11760000,0","14146000,0","230000,0","902000,0",0,0,"196,478261","162,386364","132,921053","117,363636","113,700000","96,261905","66,425000","61,904762","57,225000","50,891304","44,523810","42,547619","27,739130","26,000000","20,137500","16,386364","21,775000","15,227273","15,700000","26,463158","29,231818","24,521739","24,000000","23,431818","24,409091","22,547619","22,857143","24,775000","24,400000","28,673913","31,600000","31,973684","35,581818","44,022727","42,380952","40,159091","35,238095","34,022727","30,871429","43,275000","45,175000","36,065217","23,722105","24,430000","25,925000","25,441667","17,353864","22,642857","23,345238","22,920000","24,000000","21,095238","20,500000","16,208696","14,000000","8,279000","13,318182","6,186429","7,761364","6,250000","1556033,7938043477","1278008,6170454544","1202993,1276967286"
117,OBD.L,OXFORD BIODYNAMICS PLC ORD GBP0,United Kingdom,Pharma,Biotechnology,53335620,43,202303008,"154000,0","341000,0","456000,0",0,0,0,0,0,"212,913043","208,818182","202,368421","196,954545","167,400000","149,404762","136,650000","158,857143","142,150000","123,891304","104,297619","90,642857","95,869565","124,261905","110,400000","113,340909","92,800000","67,181818","55,342500","75,210526","66,988636","66,597826","80,487500","95,534091","95,443182","69,011905","72,476190","80,175000","70,850000","77,369565","86,575000","69,926316","56,550000","57,395455","51,583333","46,803182","46,430953","43,881818","36,933333","34,525000","27,385000","21,280435","21,177632","17,966667","16,662500","13,369048","13,270455","12,759524","18,650000","19,755682","18,745000","15,953571","18,150000","16,413043","15,416667","16,295000","12,439773","12,033333","11,215909","11,162500","900991,3402143205","3088991,6571844206","456987,77547100617"
118,0RC7.IL,HANSA MEDICAL AB HANSA MEDICAL ,Sweden,Pharma,Biotechnology,882634496,162,52671800,"154525000,0"," 33878000,0","  6098000,0","  3364000,0",0,0,0,0,"318,945519","289,236364","287,076472","260,776461","225,408001","221,542856","218,059999","175,755262","172,150002","185,157706","176,946642","145,133333","131,152174","139,414284","98,434435","72,671427","77,827500","75,756817","107,080000","121,255882","136,733333","246,226842","262,690001","222,863281","240,241531","244,371427","235,673685","195,363157","178,667501","151,773913","163,456296","144,796323","147,378856","127,386785","118,294565","125,083548","107,522354","95,401440","87,406842","78,265836","64,172334","60,813433","61,140225","55,716889","54,201852","66,141824","78,274796","59,148989","58,295489","53,632644","53,297783","65,362654","54,521271","50,438818","50,322058","52,921991","45,649996","44,332591","47,503059","44,016569","3330998,4075414273","2398998,3619425497","293997,86271521903"
